text,label,source,split,context,topic,masked_text,original_label
"J: Cats are better than dogs.
V: Dogs are better.
J: You are a lazy person. You won't even be able to take care of a dog.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,MSK<0> : Cats are MSK<1> than MSK<2> . V : MSK<2> are MSK<1> . MSK<0> : MSK<3> are a lazy person . MSK<3> wo n't even be able to take care of a MSK<2> .,ad hominem
1. “iPhones are the best smartphones on the market because Apple makes the best smartphones.”,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,1 . MSK<2> MSK<1> are the MSK<0> MSK<1> on the market because MSK<1> makes the MSK<0> MSK<1> . MSK<2>,circular reasoning
"My neighbor told me that the position of the sun, moon, and stars decide our personalities. I believe her because she is a famous violin player.",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"MSK<0> neighbor told MSK<0> that the position of the sun , moon , and stars decide our personalities . MSK<0> believe MSK<1> because MSK<1> is a famous violin player .",fallacy of credibility
"Steve: In Sweden, college is free for citizens. How come we can't do that here?

Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"Steve : In MSK<0> , college is free for citizens . How come we ca n't do that here ? Ed : If MSK<1> like MSK<0> so much , move there . The USA would be glad to be rid of MSK<1> liberal ass !",ad hominem
"Senator: I will vote to increase the defense budget.

Public: Why don't you care about education?",straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,Senator : I will vote to increase the defense budget . Public : Why do n't you care about education ?,fallacy of extension
Delores is a big supporter for equal pay for equal work.  This is the same policy that all those extreme feminist groups support.  Extremists like Delores should not be taken seriously -- at least politically.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,MSK<0> is a big supporter for MSK<1> pay for MSK<1> work . MSK<0> is the same policy that all those extreme feminist groups support . Extremists like MSK<0> should not be taken seriously -- at least politically .,faulty generalization
I've had bad luck for so long that I'm bound to have good luck now.,other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,MSK<0> 've had bad MSK<1> for so long that MSK<0> 'm bound to have good MSK<1> now .,false causality
"""Everyone who likes pizza likes pepperoni"" is an example of",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" Everyone who MSK<0> pizza MSK<0> pepperoni "" is an example of",faulty generalization
"If you don’t go to the party, then your friends will have fun without you. If your friends have fun without you, then they will stop inviting you to fun things. If your friends stop inviting you to fun things, you will have no social life. Therefore, if you don’t go to this party, then you will have no social life.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"If MSK<0> do n’t go to MSK<1> , MSK<2> MSK<0> will have MSK<3> without MSK<0> . If MSK<0> have MSK<3> without MSK<0> , then MSK<2> will MSK<5> MSK<0> to MSK<3> MSK<6> . If MSK<0> MSK<5> MSK<0> to MSK<3> MSK<6> , MSK<0> will have no MSK<8> . Therefore , if MSK<0> do n’t go to MSK<1> , then MSK<0> will have no MSK<8> .",faulty generalization
"When your parent asks you why you have a bad grade in math class, and you answer, ""All teachers are the enemy!""",other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,"When MSK<0> parent asks MSK<0> why MSK<0> have a bad grade in math class , and MSK<0> answer , "" All teachers are the enemy ! """,fallacy of relevance
"""My roommate said her philosophy class was hard, and the one I'm in is hard, too. All philosophy classes must be hard!”",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" MSK<0> roommate said her MSK<2> was MSK<3> , and the one MSK<0> 'm in is MSK<3> , too . All MSK<2> must be MSK<3> ! ”",faulty generalization
"No animals are insects.
No insects are dogs.
Therefore, no dogs are animals.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"No MSK<0> are MSK<1> . No MSK<1> are MSK<0> . Therefore , no MSK<0> are MSK<0> .",fallacy of logic
"Claim: You can't give me a C in this course...
Reason: ... Because I am an A student.
Warrant: An A student is someone who can't receive Cs.",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,Claim : You ca n't give MSK<0> a MSK<1> in this course MSK<2> Reason : MSK<2> Because MSK<0> am MSK<3> . Warrant : MSK<3> is someone who ca n't receive MSK<1> .,circular reasoning
an attempt to persuade the reader/audience based on feelings or emotions; emotional response,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,an attempt to persuade the reader / audience based on feelings or MSK<0> ; MSK<0> response,appeal to emotion
"The economy continues to grow as the number of ""likes"" on my Instagram account continue to increase. Clearly, the two are linked.",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,"The economy MSK<0> to grow as the number of "" likes "" on my Instagram account MSK<0> to increase . Clearly , the two are linked .",false causality
"All teachers drink coffee and teachers are people; therefore, all people drink coffee.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"All MSK<0> MSK<2> and MSK<0> are MSK<3> ; therefore , all MSK<3> MSK<2> .",faulty generalization
Parents today would rather their kids suppress their identity rather than just be who they are even if it doesn't go with the norm.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,MSK<0> today would rather MSK<0> kids suppress MSK<0> identity rather than just be who MSK<0> are even if it does n't go with the norm .,faulty generalization
